29.57340816,29.11463719,28.23065079,27.24499546,27.22387982
34.81649887,33.6705873,33.20217234,32.76335601,32.91512472
34.87694104,33.42787755,33.16878005,32.83708617,33.09702041
35.0316712,34.81451927,34.10844218,33.81299773,33.67692744
36.02232426,35.88253061,35.29914286,34.95286168,34.82768254
35.85870748,35.73251701,35.11293651,34.85195465,34.6645737
36.1370068,36.14898186,35.62575737,35.37811111,35.02303628
35.92892063,35.88577551,35.3951746,35.30036961,34.89587755
35.36704308,35.03613152,34.30772109,33.49919048,33.45788889
36.27963946,36.26603175,35.77276871,35.61199093,35.39995692
35.68136508,35.61082993,35.23032426,34.86877551,34.72056236
36.29170068,36.30972336,35.90564626,35.7092585,35.55543537
36.2545873,35.99573469,35.72101814,35.31638549,35.36482313
35.96005442,35.80498413,35.39352608,34.94578685,35.04560317
35.83469161,35.74208617,35.34019274,35.07593651,34.91666213
36.29001361,36.29524943,36.03993651,35.64737188,35.51562132
36.6411678,36.64375057,36.33398413,35.90860091,35.63024943
35.35070522,35.40843764,35.05474603,34.53681406,34.21893878
36.02344898,35.91975057,35.57414286,35.33912472,35.17072109
