36.32453515,36.00244218,35.50721542,34.92437642,34.5804966
35.91303175,35.48324943,35.46213832,35.34347392,34.86256689
36.25276644,36.21227438,35.56138776,35.45060771,34.89114059
35.77927664,35.60852154,35.63818367,35.26511338,34.9412449
36.15813605,35.89977324,35.71038322,35.71989116,35.22390703
36.10241043,36.04412245,35.77032653,35.8423356,35.74578685
35.95288889,35.69937188,35.54958503,35.64628571,35.21755556
35.9372585,35.63543537,35.53726984,35.49921995,35.05639456
36.71419048,36.607161,36.42373016,36.45791383,36.23098186
35.74187302,34.9617415,34.98997506,34.76660998,34.29342857
36.96496145,36.77813605,36.787,36.70602494,36.49242404
36.84191837,36.48921542,36.68560771,36.53212698,36.08372336
36.85277098,36.43172109,36.56899093,36.38541043,36.03031973
36.75162812,36.4432381,36.52755556,36.52138776,36.06631066
36.96173469,36.68290249,36.78795238,36.71096372,36.20404762
37.53218367,37.27085034,37.19486395,37.08811565,37.00273243
36.46220181,36.07655102,35.98208844,35.8575102,35.84655329
36.3783288,36.33127664,36.12996825,35.94755556,35.73766893
36.54972109,36.24575737,35.93473469,35.6714898,35.51876871
36.41973923,36.00491156,35.73854875,35.43278005,35.36215646
37.00308163,36.86997732,36.83514966,36.79400227,36.30717234
