34.40965079,33.29124036,34.03869841,34.04996145,33.92073016
34.56635147,33.45893651,34.00311791,34.04848753,33.98495465
34.73900227,33.85904308,33.89100227,33.93518821,34.0238254
35.60875283,34.95537642,34.88842404,34.80842857,35.06790476
35.57176417,34.83104308,34.79846712,34.66085261,34.9763288
35.33492744,34.91612472,34.9527483,34.93180272,35.25086395
35.72614966,35.21615646,35.14580045,34.95943991,35.19230612
35.61865986,35.19253741,35.10310431,35.04046939,35.27141043
35.44925397,34.90418821,34.8655941,34.67212018,34.89161224
35.7836644,35.27152154,35.34874603,35.26324943,35.4403356
34.27205215,33.52038322,33.81422902,33.91503628,34.0577619
35.7179229,35.10726757,35.02155329,34.82688435,35.27925624
36.06427211,35.26149887,35.33108163,35.26413152,35.40611791
36.54941723,35.94983673,36.02452834,35.78115646,35.9474195
36.75715646,36.15469388,36.26675964,36.1108458,36.17179365
36.45370068,35.54941497,35.87504308,35.88662358,35.90794104
36.5330771,35.7445102,36.09359864,36.21380952,36.13172562
35.92370522,34.99990476,35.56059637,35.62272109,35.56453288
35.77287302,34.67848299,34.96929932,35.16591156,35.40746485
35.82580045,34.87408163,35.24757823,35.29167347,35.44974603
35.92014966,35.20916327,35.19343991,35.03657823,35.2547551
