35.70754422,35.54295918,34.89594785,34.24952834,34.40989796
35.24391383,35.40734921,35.13914059,34.4039093,34.76630159
35.88398186,35.55998866,35.35685941,34.56856916,34.91198866
35.49711791,35.33526077,35.17660544,34.69082086,34.84516553
35.77658957,35.65739683,35.49703401,34.98270975,35.0940907
36.13021088,36.01381179,35.70989116,35.33888889,35.58327211
35.82293651,35.50347846,35.41118821,34.85966667,35.14397052
35.73546939,35.40561678,35.38640136,34.65534694,35.10552154
36.26207483,36.6607483,36.69742177,36.04412698,35.39656463
34.98105442,34.83387302,34.51229478,33.7895805,34.01639002
36.76340816,36.71959637,36.58526757,35.91665533,36.22224943
36.54770295,36.47809524,36.23125397,35.68041723,35.81017914
36.52189116,36.35934694,36.1618254,35.75072789,35.73039456
36.66931066,36.28377551,36.18663265,35.70779138,35.67387528
36.75701134,36.48639002,36.46234014,35.97056463,35.99418141
37.3209229,37.17436508,37.10027211,36.47662585,36.81519501
36.33995692,36.07681179,36.15806122,35.63938549,35.68009524
36.20136961,35.86569161,35.69635147,35.27306803,35.60704535
36.34694331,36.13224036,36.0684898,35.50422449,35.49223356
36.13738095,35.91275737,35.87456689,35.3260907,35.25729478
36.69060091,36.5074127,36.36064626,35.98729252,35.91590703
