30.35237868,29.72369615,28.45946485,27.05703401,27.36192744
35.49993651,34.78221315,33.66500227,33.02672336,33.34194104
35.37456463,34.79619955,33.72488209,33.08738095,33.42730612
35.50834014,35.54556236,35.06273696,34.31206122,34.25204082
36.64979592,36.59756236,36.0367415,35.4374195,35.32162132
36.41654649,36.13669615,35.7075873,35.29926304,35.04834921
36.58709297,36.59832653,36.26618141,35.81740136,35.44465533
36.18897279,36.10969388,35.80429705,35.45411565,35.23427438
36.1889161,35.67921769,34.56000907,33.88848526,33.98071202
36.70244671,36.68048073,36.18528345,35.98835147,35.66106122
36.25461451,35.98270975,35.32752834,34.95648073,34.70737188
36.82868707,36.45952154,36.11214966,35.68547392,35.30632653
36.84109297,36.24312679,35.76194558,35.32350794,35.38052834
36.5591746,35.98754306,35.42083673,34.94731746,35.05783673
36.22841043,35.7859229,35.38749433,35.19641497,35.01079592
36.73700907,36.73192971,36.13807029,35.90547166,35.40221315
37.16649887,37.07834014,36.44397052,36.11213379,35.73801814
35.88929025,35.91942177,35.10474603,34.45304989,34.02860317
36.56142177,36.40595692,35.85461905,35.54077778,34.96649887
